품사,단어,합계,0. 序幕 — 問 하늘에 묻다_v99,1. 공리_v99,2. 허실_v99,3. 극한과 무한_v99,4. 곡률_v99,5. 대칭_v99,6. 불완전성_v99,7. 운동_v99,8. 장_v99,9. 동시성_v99,10. 휨_v99,11. 엔트로피_v99,12. 혼돈_v99,13. 양자_v99,14. 파동과 확률_v99,15. 불확정성_v99,16. 경로_v99,17. 얽힘_v99,18. 측정_v99,19. 깨짐_v99,20. 입자_v99,21. 빅뱅_v99,22. 암흑_v99,23. 초끈_v99,24. 다중우주_v99,25. 원자_v99,26. 결합_v99,27. 문턱_v99,28. 핵_v99,29. 세포_v99,30. 진화_v99,31. 뇌_v99,32. 의식_v99,33. 정보_v99,34. 계산_v99,35. 인공지능_v99,36. 양자계산_v99,37. 시간_v99,38. 실재_v99,39. 인식_v99,40. 의지_v99,41. 이성_v99,42. 해체_v99,43. 경계_v99,44. 침묵_v99,45. 음계_v99,46. 산조_v99,47. 시_v99,48. 비극_v99,49. 미술_v99,50. 건축_v99,51. 우주_v99,52. 공존_v99,53. 인간_v99,"54. 終幕 — 答 다시, 하늘에 묻다_v99"
일반명사,가능,71,0,0,0,0,1,0,1,0,0,0,1,2,3,3,3,0,7,2,5,3,0,2,0,2,3,1,1,0,1,1,0,0,1,6,1,1,5,0,3,1,1,2,1,2,1,1,0,2,0,0,0,1,0,0,0
일반명사,시작,70,3,1,7,1,0,2,1,0,0,0,0,0,1,3,0,0,0,0,0,2,0,4,1,2,1,2,1,4,2,4,5,1,0,1,1,0,1,0,0,0,2,4,2,2,3,1,0,1,0,1,1,1,0,1,0
관형사,어떤,70,1,0,1,4,2,3,4,1,0,2,0,1,1,0,1,1,0,1,0,0,1,0,1,1,2,0,2,2,0,0,0,0,1,0,5,1,3,1,1,3,1,2,0,2,5,4,2,0,1,1,2,1,0,1,1
일반명사,에너지,69,0,0,0,0,1,2,0,0,0,5,0,2,0,5,1,10,0,0,0,3,3,0,4,1,0,0,3,8,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,5,2,0
형용사,다르,68,1,1,0,2,0,1,0,1,1,2,0,0,1,1,1,1,1,1,1,0,2,1,0,4,2,2,2,0,0,1,2,2,2,1,4,6,1,3,1,0,0,1,1,3,1,3,2,0,1,0,1,0,0,2,1
일반명사,힘,67,0,0,0,1,2,3,0,9,4,0,1,0,0,0,0,1,1,0,0,2,12,1,3,4,0,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,9,0,0,0,0
부사격조사,과,65,0,2,0,1,0,0,0,1,1,1,1,0,1,2,4,0,3,0,2,2,1,2,6,0,2,1,0,0,1,2,1,1,2,0,3,4,1,1,8,0,0,1,2,1,0,0,0,1,0,0,2,0,0,0,1
일반명사,양자,65,0,0,5,0,0,0,0,0,0,0,0,0,0,6,3,2,0,4,11,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,17,1,8,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0
일반명사,속,64,0,2,2,0,0,2,0,0,1,1,1,3,0,0,1,1,0,0,1,2,2,2,0,2,1,1,1,0,2,2,1,1,0,0,1,0,0,3,0,2,2,1,1,2,1,0,1,0,3,4,2,2,6,1,0
일반명사,뇌,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,12,0,0,5,0,2,0,9,7,0,7,0,1,0,0,1,0,0,0,0,0,1,0
일반명사,수학,63,1,5,9,3,2,3,10,1,1,0,1,0,1,0,0,0,0,2,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,1,2,1,0,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,1
동사,하,62,2,0,3,1,1,2,1,2,0,1,2,1,0,2,0,3,0,1,2,0,1,0,0,0,2,1,0,2,2,0,0,0,3,1,3,1,0,2,3,0,1,0,0,3,1,0,2,0,4,1,2,1,1,0,1
연결어미,는지,62,0,2,0,1,0,2,1,2,1,0,0,0,0,0,5,4,2,0,4,1,2,0,0,2,1,2,0,2,0,0,1,1,7,1,0,3,2,0,0,0,0,0,0,0,2,0,0,1,2,1,0,1,0,4,2
일반명사,질서,62,0,1,0,0,0,1,0,2,1,0,0,4,6,0,0,0,0,0,1,3,0,0,0,0,0,3,2,3,0,3,1,0,0,7,0,0,0,0,0,0,0,4,1,0,0,8,0,0,0,5,0,0,6,0,0
일반명사,자체,61,0,2,1,0,2,2,0,0,2,0,4,0,4,1,1,2,0,0,1,0,0,4,3,1,2,0,1,0,0,1,1,0,2,0,2,0,1,2,5,2,0,0,0,1,2,0,3,0,1,3,0,0,0,2,0
관형사형어미,ᆫ다는,61,0,0,0,2,2,3,0,1,1,1,1,1,2,2,2,1,0,1,2,0,0,1,1,0,3,1,1,2,0,2,1,1,3,3,0,0,1,1,5,1,2,1,3,1,1,1,0,0,1,1,0,0,1,0,0
대명사,그것,60,3,2,1,0,2,0,0,0,1,1,1,2,1,0,0,2,1,1,2,1,4,1,0,2,0,1,0,1,0,2,0,0,4,0,3,0,2,1,3,0,3,3,0,1,1,1,0,0,0,1,1,1,2,0,1
일반명사,말,60,1,0,1,2,1,0,3,3,1,0,0,0,1,1,0,0,1,0,0,0,1,2,0,0,1,1,1,0,1,0,0,1,0,0,0,2,1,1,3,0,0,1,1,6,7,0,0,10,0,0,2,0,0,1,2
의존명사,뿐,60,0,3,2,1,2,0,0,1,2,0,1,1,0,2,0,1,0,1,2,2,0,0,1,1,1,2,3,2,0,1,1,1,1,1,0,2,2,4,2,2,2,2,1,0,0,1,0,0,1,0,1,2,1,1,0
부사격조사,에게,60,0,2,0,0,1,1,0,1,2,13,0,0,0,0,2,1,0,1,2,0,1,0,0,3,0,2,0,0,3,0,2,0,2,1,2,2,0,5,4,2,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0
일반명사,정보,59,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,12,0,1,0,0,0,0,0,0,3,0,8,0,1,1,23,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0
일반명사,질문,58,3,1,0,0,0,1,2,2,1,1,0,0,0,2,0,0,0,7,0,1,1,1,0,0,1,2,0,0,0,1,2,0,0,0,1,5,0,1,4,2,2,1,1,0,0,0,0,0,0,0,0,4,0,5,3
연결어미,다면,58,1,2,0,1,0,2,0,1,1,5,1,2,1,1,0,1,0,4,1,0,1,2,1,0,5,0,0,0,1,0,0,1,0,1,3,0,1,3,2,4,2,0,0,0,0,2,0,1,2,1,0,1,0,0,0
동사,남,58,1,0,0,5,0,0,2,2,3,0,0,1,1,1,0,0,2,2,1,1,2,3,0,3,1,1,1,1,1,1,1,0,0,3,0,0,2,0,1,1,2,0,1,0,1,2,1,3,0,0,1,0,0,1,2
연결어미,어도,58,0,0,1,3,1,4,1,1,0,0,0,2,6,1,2,0,1,3,2,1,4,3,1,0,2,0,0,0,1,1,0,0,3,3,3,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0
일반명사,물질,58,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,3,11,1,1,5,2,4,1,6,0,0,2,8,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,0
보조사,까지,57,0,1,1,1,1,0,2,3,1,1,1,1,0,0,1,2,5,1,1,0,1,1,0,0,0,3,0,1,1,0,0,1,1,0,1,2,0,2,0,1,2,2,2,3,1,0,0,2,2,0,0,3,0,1,1
일반부사,가장,57,0,1,1,0,5,1,1,1,0,0,5,1,1,2,0,0,2,0,1,2,0,1,1,3,1,2,1,0,3,0,1,4,0,0,0,1,1,0,0,0,0,3,2,3,0,0,0,2,0,0,1,1,0,1,1
일반명사,물리학,56,2,1,1,1,0,2,1,0,0,1,0,3,0,6,2,2,1,0,0,0,1,1,0,1,4,0,1,0,0,1,0,0,0,1,0,0,0,4,2,1,1,1,0,6,0,0,0,0,1,0,0,1,1,5,0
일반명사,길,55,1,0,0,0,3,0,2,0,0,1,3,1,1,1,0,2,17,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,2,3,1,0,1,1,0,1,0,0,5,0,0,2,1,0,0,0,0,0,0
일반명사,일,55,1,2,0,0,0,0,1,1,0,4,0,6,0,1,0,2,1,0,2,0,0,2,1,0,0,0,0,1,0,0,3,1,3,3,1,2,1,2,1,0,0,1,0,0,0,1,1,0,0,5,2,0,2,1,0
동사,알,54,1,1,1,2,1,0,2,6,1,0,0,0,0,0,5,3,1,0,1,0,0,1,0,0,1,1,0,0,2,1,1,1,4,0,0,1,1,0,0,1,2,0,0,1,2,0,1,1,4,0,0,0,1,1,1
일반명사,원자,54,0,0,0,0,0,1,0,0,0,0,0,2,1,0,2,0,0,0,6,1,1,1,1,2,1,2,8,0,8,3,0,0,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0
일반명사,끝,53,3,1,2,3,1,0,1,2,0,5,1,0,0,1,1,2,2,1,0,1,0,0,0,1,0,1,0,2,1,0,1,0,0,0,0,0,1,1,2,1,1,0,2,3,2,0,0,1,3,0,1,0,0,0,2
일반명사,전,52,3,3,0,0,1,2,0,1,1,1,0,1,0,1,0,1,1,1,4,0,0,0,2,0,0,0,0,3,1,0,1,1,0,0,1,2,1,2,5,0,2,1,2,1,0,0,0,0,0,0,1,1,2,2,0
연결어미,다고,52,2,1,1,0,0,0,1,2,0,3,1,0,1,3,0,0,3,1,0,2,0,2,0,0,1,0,0,1,0,0,1,0,0,0,3,0,1,3,6,1,1,1,3,3,2,1,0,0,0,1,0,0,0,0,0
일반명사,구조,52,0,1,0,0,1,3,2,0,1,0,0,0,3,0,0,0,0,0,0,3,2,0,1,1,0,2,4,2,0,7,2,4,0,1,0,1,2,0,1,1,0,0,1,0,1,0,0,0,0,0,2,0,1,2,0
동사,따르,52,0,0,0,0,4,3,0,0,0,2,4,0,1,0,1,1,1,1,0,1,1,0,0,3,2,3,1,1,0,1,0,1,0,2,1,0,4,0,1,0,0,2,1,0,1,0,1,0,0,2,3,0,2,0,0
보조용언,못하,51,2,1,1,1,1,1,2,0,0,0,2,3,0,1,0,0,0,2,1,1,2,0,0,0,2,0,1,0,3,0,1,4,2,2,1,1,0,1,0,2,2,1,0,0,0,0,0,0,2,0,1,2,0,2,0
일반명사,사실,51,0,1,0,1,1,3,5,2,1,1,0,0,1,2,0,1,1,1,0,0,0,0,0,1,2,2,0,0,0,0,1,1,2,1,0,2,2,1,0,0,0,0,1,0,1,2,0,1,2,3,0,1,2,2,0
일반명사,법칙,51,0,1,2,0,0,6,0,3,1,1,0,4,2,0,0,0,0,0,1,4,3,0,0,1,4,0,0,0,0,1,0,0,0,3,0,0,3,2,0,0,2,1,2,0,0,0,0,0,0,0,0,0,3,1,0
명사형어미,음,51,0,0,0,0,5,1,1,0,0,0,1,2,0,0,0,0,0,1,2,1,0,2,1,2,0,1,0,0,2,2,0,1,5,0,0,0,2,0,1,1,0,1,0,5,0,2,1,1,0,1,1,1,2,0,2
일반명사,방향,50,0,1,2,0,2,3,0,2,0,3,1,2,0,0,0,1,1,1,0,9,0,2,0,1,0,0,1,0,1,0,1,0,0,0,0,2,0,3,1,0,1,1,1,1,0,0,0,1,1,2,0,1,1,0,0
일반부사,이미,50,0,1,0,0,2,1,0,3,1,0,1,0,1,0,0,1,0,1,2,0,0,0,0,0,0,1,0,5,0,1,3,1,0,0,0,0,2,4,2,1,4,1,0,2,1,1,0,0,4,0,1,0,1,1,0
일반명사,이론,50,0,1,3,0,0,1,4,0,0,1,3,1,0,1,0,1,1,0,0,0,3,5,0,14,6,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VV-R,믿,49,1,2,1,0,1,0,1,1,0,2,0,1,0,2,0,1,2,2,0,0,0,1,0,1,2,0,0,3,1,0,0,0,0,0,1,2,3,1,4,2,2,2,4,1,0,0,0,0,0,2,0,0,0,0,0
일반명사,결과,49,0,0,0,1,0,1,0,0,0,2,0,0,1,2,2,1,5,4,1,1,0,0,5,1,1,0,0,3,1,0,1,0,0,0,0,2,3,0,4,1,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0
동사,사라지,49,0,0,0,1,0,1,0,0,0,3,0,0,1,1,1,2,0,0,5,0,1,1,0,2,0,0,0,2,1,1,0,1,1,3,0,1,0,3,0,0,0,0,2,4,2,1,0,0,2,0,0,1,1,4,0
일반명사,설명,48,1,0,0,2,0,1,4,2,0,0,2,0,0,2,1,0,0,3,0,1,0,2,0,5,7,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,1,0,2,1,0,1,0,0,1,0,0,4,0
일반명사,답,47,3,1,1,0,0,2,0,1,2,1,1,0,1,0,2,0,2,7,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,1,3,0,7,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,3
의존명사,번,47,1,3,2,0,0,0,2,2,0,4,2,3,1,3,0,2,0,2,0,0,2,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,1,4,0,1,1,1,0,0
보조용언,내,47,1,3,1,1,0,0,3,0,1,0,1,0,2,0,2,1,0,0,2,1,1,0,1,0,0,0,0,0,0,2,1,3,1,0,2,0,1,0,0,0,0,2,3,0,2,1,0,0,1,1,2,1,1,2,0
일반명사,처음,46,2,1,2,1,0,1,1,1,1,0,0,1,1,1,2,4,3,3,0,1,0,2,0,2,1,0,0,1,1,1,1,0,0,2,1,0,0,1,0,0,0,0,0,0,1,2,0,0,0,2,0,0,1,0,1
대명사,나,46,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,8,0,0,0,0,0,0,7,0,3,4,3,2,0,0,0,0,0,0,2,3,4,0
일반명사,파동,46,0,0,4,0,0,0,0,0,7,0,0,0,0,2,13,5,0,5,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
일반명사,물리,46,0,0,1,0,0,1,0,2,2,2,0,1,0,0,0,0,1,1,5,2,1,2,0,0,3,0,0,0,0,1,0,0,1,4,0,0,3,1,1,1,3,0,0,2,0,0,0,0,1,1,1,0,1,1,0
일반명사,생명,46,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,14,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1,0
VA-I,그렇,45,3,1,0,1,0,1,0,1,1,1,0,1,1,3,0,0,5,1,0,0,1,1,0,2,2,1,0,0,1,0,0,1,1,2,0,0,1,1,0,3,1,0,2,0,0,2,0,0,1,1,1,0,0,0,0
동사,서,45,1,1,0,2,1,1,0,1,1,2,3,0,1,1,0,0,0,0,0,3,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,2,0,2,0,1,1,2,1,2,3,1,0,0,1,3,2,1,0,0,0
일반부사,서로,45,0,1,0,1,0,2,0,1,1,1,1,0,0,0,0,0,3,1,0,1,2,2,1,5,1,0,1,0,2,0,2,2,0,0,1,0,3,0,2,1,0,0,0,2,2,1,0,0,0,0,1,0,0,0,1
일반명사,중력,45,0,1,0,0,1,1,0,3,0,4,7,0,0,0,0,1,0,0,0,2,1,2,8,7,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
일반명사,측정,45,0,0,2,0,0,0,0,0,1,1,1,0,2,0,2,4,0,5,7,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,7,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
일반명사,사이,45,0,0,0,1,0,1,0,0,2,1,1,0,4,1,1,1,2,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,3,0,0,2,1,1,0,0,0,1,1,0,0,1,1,3,1,1,2,4,0,1,1
일반명사,방식,45,0,0,0,0,1,2,0,0,0,0,0,0,2,2,0,1,0,4,1,0,1,0,0,3,2,2,2,2,0,0,1,1,0,1,0,2,2,1,3,1,1,0,1,0,0,3,0,1,1,1,0,0,0,0,0
일반명사,대칭,45,0,0,0,0,0,17,0,0,0,1,0,1,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
대명사,무엇,44,1,0,0,2,3,0,0,0,2,0,0,0,0,2,1,1,0,1,0,0,1,1,2,0,0,0,0,1,0,2,2,0,3,4,1,2,3,1,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,1,1
형용사,작,44,0,1,0,4,1,0,0,0,2,0,1,0,4,2,1,0,1,0,0,2,0,5,0,3,0,0,0,2,7,2,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
일반명사,증명,44,0,5,0,0,0,1,16,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,5,1,1,2,0,0,0,0,0,0,0,0,0,1
동사,부르,44,0,0,2,0,0,1,0,0,1,0,0,0,1,3,0,1,1,1,0,0,1,2,2,1,2,0,2,0,0,0,0,2,2,2,2,2,0,0,0,0,2,0,0,0,1,3,1,0,2,0,0,2,1,1,0
일반명사,속도,43,0,1,0,2,0,2,0,2,4,13,0,1,0,1,0,3,0,0,0,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0
일반명사,실험,42,1,1,2,0,0,0,0,0,0,1,0,1,0,4,3,1,3,5,4,1,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,6,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
동사,모르,42,0,0,0,0,0,0,0,0,1,0,1,1,0,0,3,2,1,0,2,0,0,0,1,2,3,0,0,2,0,0,0,1,1,3,0,2,0,2,1,0,1,0,0,0,1,1,0,0,1,1,1,1,2,2,2
연결어미,라고,41,1,1,1,0,0,0,0,0,2,1,0,0,2,2,1,1,1,0,0,0,0,0,0,0,1,3,0,4,0,1,0,0,0,1,0,4,1,0,4,0,2,0,1,1,1,1,0,0,0,1,0,0,1,0,1
대명사,어디,41,1,0,0,1,1,0,0,2,1,0,2,0,0,1,5,2,0,0,4,0,1,2,0,0,1,1,0,0,2,0,0,0,3,0,1,0,0,0,0,0,1,0,1,2,2,2,1,1,0,0,0,0,0,0,0
일반명사,뒤,41,1,1,1,0,1,1,1,1,2,1,0,1,0,0,0,0,2,1,0,1,0,2,1,1,0,2,0,1,1,1,1,0,2,0,1,2,0,1,0,1,1,1,0,0,0,0,1,3,1,0,0,0,0,2,0
일반명사,사람,41,0,2,0,0,1,1,0,3,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3,2,1,1,1,1,0,3,1,2,1,0,0,0,0,1,1,0,0,2,3,0,5,0,0,0,0
보조사,부터,41,0,1,2,0,0,2,1,1,2,1,0,1,1,0,1,3,1,2,1,0,0,1,2,2,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,2,1,0,0,0,0,0,1,1,0,0,1,0,0
일반명사,질량,41,0,0,1,0,0,0,0,3,0,5,4,0,0,0,0,0,0,0,0,3,9,0,5,1,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
일반명사,결정,41,0,0,0,0,1,0,0,1,0,0,1,0,4,0,0,0,0,0,1,2,0,1,1,0,2,1,4,0,0,3,0,0,1,0,0,0,1,1,0,0,9,0,2,0,0,1,1,0,2,0,0,0,1,0,0
체언접두사,불,41,0,0,0,0,0,0,5,1,0,0,0,1,2,1,3,5,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,2,1,0,1,0,0,2,1,0,2,0,1,2,1,1,0,0,0,0,0,1,0
일반명사,문장,40,1,4,1,3,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0,0,1,0,1,0,1,3,2,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,2,3
일반명사,수,40,0,0,7,1,0,1,2,0,1,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,4,3,4,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
일반명사,역학,40,0,0,2,0,0,0,0,1,0,0,0,0,1,4,3,1,1,4,6,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,6,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0
VV-I,묻,39,1,0,0,0,0,1,0,1,2,0,0,0,0,1,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,1,3,0,1,1,4,1,1,1,2,0,1,0,1,0,0,1,0,2,0,3,1
동사,움직이,39,1,0,0,1,0,0,0,3,3,5,2,3,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0,1,1,1,0,3,0,0,0,0,0,3,0,2,0,1,0,0,0,0
동사,쓰,39,1,2,1,0,1,2,0,0,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,3,0,2,4,3,0,0,4,1,0,2,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,1,1
일반명사,앞,39,0,4,0,1,0,2,2,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,1,1,0,1,0,0,3,0,1,1,0,1,0,1,1,2,1,0,4,0,2,0,0,1
동사,멈추,39,0,2,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,1,0,1,0,1,0,9,0,0,1,0,0,1,0,0,1,7,0,0,1,1,0,0,1,0,1,1
일반명사,값,39,0,0,0,3,0,0,0,0,1,3,0,0,5,4,0,4,1,1,3,1,0,0,0,0,2,1,0,0,0,0,0,0,0,2,1,1,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
대명사,자기,38,0,0,0,1,0,0,6,0,3,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,4,1,0,1,2,1,0,3,1,0,0,0,0,1,3,0,0,5,0,0,0,0,0,0,0,1,0,0
일반부사,먼저,37,0,1,2,0,1,2,0,1,0,2,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,2,0,0,2,0,0,0,3,3,3,2,0,0,0,0,1,0,0,0,5,0,0,0,0
동사,닿,37,0,0,1,2,0,0,2,1,3,2,0,0,0,0,2,0,0,0,0,1,1,0,0,2,0,0,2,0,0,0,1,1,1,0,0,0,0,0,1,3,0,1,0,1,2,2,0,1,0,0,1,2,0,1,0
일반명사,경로,37,0,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,13,0,6,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,3,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
일반명사,별,37,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,8,0,2,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,0
동사,세우,36,0,4,0,2,1,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,2,0,0,1,0,2,0,0,1,1,4,0,1,0,3,0,0,0,0,0,0,2,0,0
일반명사,무한,36,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,1,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
일반명사,곳,36,0,0,3,0,0,2,1,2,3,0,3,2,1,0,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2,1,1,0,0,4,1,0,1,0,0,0
일반명사,예측,36,0,0,1,1,0,1,0,2,0,0,0,1,5,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,1,1,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
일반명사,서로,36,0,0,0,0,1,1,0,2,4,0,0,0,0,0,0,1,5,0,0,0,1,1,2,0,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,1,1,4,0,0
대명사,이것,36,0,0,0,0,0,2,1,0,0,1,1,1,2,1,1,4,0,1,0,1,1,1,0,0,1,2,0,0,1,0,0,0,1,1,2,1,0,0,2,0,0,0,1,0,2,0,0,0,2,1,0,0,0,1,0
연결어미,ᆯ수록,36,0,0,0,0,0,1,0,1,0,1,0,0,1,2,0,3,0,0,1,2,1,1,5,0,0,0,1,1,0,0,1,0,0,1,0,0,0,4,0,1,0,2,0,1,1,0,0,1,0,1,0,1,1,0,0
의존명사,개,35,1,2,0,0,0,0,1,1,3,2,0,2,0,0,3,0,2,1,2,0,2,0,2,3,0,1,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
일반명사,성질,35,0,2,0,0,4,1,0,0,0,0,0,0,1,1,2,0,0,0,1,0,1,0,1,1,0,6,1,0,0,0,0,2,0,0,0,2,0,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
일반명사,체계,35,0,3,1,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,4,0,0,0,0,0,0,0,0,0,1
동사,바꾸,35,0,1,0,0,0,3,0,1,0,1,0,3,0,0,0,0,0,2,1,0,3,0,0,1,0,0,1,0,2,0,3,0,1,2,1,0,1,0,2,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0
일반명사,방정식,35,0,0,6,0,0,7,0,0,5,1,2,1,1,0,2,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
VA-I,어떻,34,2,1,1,1,1,1,0,2,0,0,0,0,0,1,1,2,1,1,0,0,0,0,0,1,1,2,0,0,0,0,0,1,3,0,0,1,0,0,0,1,2,0,0,0,1,0,1,1,0,1,2,0,0,1,0
일반명사,대신,34,2,1,0,1,1,2,1,2,2,2,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,3,1,1,0,1,1,0,0,0,0
일반명사,문제,34,1,0,0,0,1,1,1,0,0,0,0,0,1,2,1,3,0,0,0,0,2,0,0,1,0,0,0,0,0,1,1,0,2,2,3,1,4,0,0,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0
동사,흐르,34,1,0,0,1,0,0,0,0,2,4,0,4,0,1,1,1,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,2,0,2,0,0,0,1,0,0
부사격조사,와,34,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,3,0,1,1,0,1,3,1,1,0,2,1,0,0,1,0,1,4,1,0,1,1,0,0,1,1,1,2,0,0,0,1,0,0,0,0,0
수사,둘,34,0,0,0,2,0,4,0,1,3,1,1,0,0,1,1,0,0,3,0,0,6,0,0,0,0,0,3,0,2,2,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
